18,144,774,764,1132
19,34,564,119,729
33,75,413,414,652
62,125,1054,639,1262
114,80,580,216,780
146,120,757,643,1118
156,92,802,160,887
163,56,327,213,465
164,18,151,401,681
179,135,532,330,733
186,456,1160,1028,1544
215,306,678,828,1038
225,51,713,107,759
227,394,922,864,1374
247,69,640,181,748
275,322,621,744,924
311,261,658,557,1100
399,272,850,377,1154
421,70,942,245,1060
432,56,849,298,1036
442,54,674,209,815
459,21,339,229,492
492,209,1104,255,1229
507,912,309,983,866
631,302,634,854,1125
707,55,823,74,837
723,316,263,911,751
1003,166,624,314,791
1065,342,934,384,1110
1136,345,925,806,1279
1187,160,655,805,1157
1202,156,788,279,901
1216,259,659,668,1112
1263,475,867,873,1222
1279,147,246,863,718
1293,173,540,283,739
1306,189,453,278,601
1314,232,700,894,1302
1323,156,417,694,781
1364,81,420,799,998
1384,48,444,186,529
1406,70,776,276,953
1408,519,718,707,1025
1425,83,818,163,877
1476,206,623,504,844
1508,131,831,422,1132
1534,242,621,696,971
1542,173,868,471,1161
1565,135,747,228,824
1582,139,432,245,563
1620,311,460,950,919
1650,91,632,227,719
1729,578,694,799,994
1748,174,548,506,744
1892,113,431,686,870
2075,391,288,883,749
2081,73,255,402,512
2226,109,987,392,1242
2276,43,786,122,911
2288,43,522,125,584
2381,57,265,639,1161
2434,141,791,280,904
2440,320,599,553,903
2476,316,328,749,615
2513,39,529,150,597
2528,126,406,404,664
2644,66,763,109,812
2669,127,635,611,919
2724,182,530,326,678
2740,283,410,768,813
2766,273,609,451,849
2807,148,1015,285,1246
2869,28,506,53,527
2874,171,279,940,685
2949,99,1012,319,1141
3028,155,465,714,876
3079,26,370,96,428
3110,131,669,483,951
3232,120,467,275,523
3252,105,932,744,1200
3301,83,1031,187,1100
3357,53,695,81,724
3419,376,940,754,1273
3449,63,806,604,1189
3665,97,883,335,1056
3747,268,800,568,989
3769,119,442,934,882
3770,91,712,301,829
3864,118,305,691,712
3895,69,211,762,697
4033,82,606,354,813
4034,125,503,246,661
4063,106,780,635,1158
4099,114,855,398,1113
4192,48,797,743,1101
4195,422,1291,677,1490
4294,96,531,993,1185
4396,226,610,941,1168
4462,109,1112,361,1375
4585,197,435,671,819
4592,50,909,60,918
4593,173,425,622,820
4625,52,625,59,651
4673,133,305,690,725
4682,45,799,67,819
4693,180,742,585,1061
4724,163,557,244,682
4790,157,532,684,945
4997,341,1500,376,1538
5066,26,702,27,702
5100,415,523,582,683
5142,199,659,579,1025
5143,573,776,979,1220
5225,595,773,692,931
5236,130,696,343,870
5271,325,646,744,1218
5314,195,460,790,999
5332,202,709,889,1235
5361,156,317,548,657
5380,23,597,29,600
5383,123,665,176,725
5461,186,547,329,709
5489,280,316,708,669
5496,412,867,676,1078
5520,187,545,685,925
5568,105,754,350,885
5588,164,835,498,1242
5620,44,670,63,680
5681,39,573,159,632
5692,47,568,196,702
5704,118,690,647,1268
5740,62,874,136,942
5747,150,465,409,691
5856,375,374,838,804
5913,367,324,504,662
5970,137,383,283,555
6109,142,1190,452,1597
6163,230,541,805,890
6244,194,884,453,1171
6254,104,633,207,701
6516,36,750,211,880
6520,45,534,989,1247
6544,39,663,272,774
6658,239,501,403,708
6668,106,890,405,1193
6770,82,1316,386,1626
6821,91,1052,431,1355
6822,490,606,702,1157
6853,256,389,636,838
7133,113,239,577,651
7279,110,498,351,888
7318,109,714,356,975
7384,166,996,389,1128
7418,42,600,129,670
7448,691,818,849,975
7506,38,995,41,997
7581,19,484,116,537
7629,83,784,132,857
7683,97,446,386,701
7693,176,715,887,1252
7778,162,1076,181,1114
7838,107,318,414,855
7856,22,303,135,403
7884,183,767,685,1048
7888,490,487,781,743
7939,47,529,278,748
7989,532,666,766,984
8065,279,1215,754,1609
8108,47,304,861,953
8126,335,400,913,967
8182,247,768,573,1133
8189,102,1488,155,1566
8199,97,414,300,573
8200,242,328,772,832
8204,64,352,154,439
8280,721,605,962,1028
8319,247,654,521,936
8358,29,392,36,398
8446,206,568,645,931
8465,102,463,360,675
8490,236,567,779,920
8516,53,435,270,641
8562,219,502,677,882
8578,66,923,126,978
8610,77,490,300,729
8647,216,810,671,1109
8761,54,909,69,927
8799,75,891,364,1192
8841,411,698,447,926
8937,48,618,129,687
8948,533,497,939,1048
8950,535,423,927,914
8955,55,693,155,771
9098,146,265,693,690
9216,40,793,47,799
9306,99,520,238,671
9444,98,839,259,891
9489,77,706,439,1281
9539,66,874,381,1136
9606,68,603,296,821
9628,41,637,212,751
9762,126,1136,173,1190
9842,49,431,547,1014
9893,32,532,46,542
9951,73,392,859,858
10052,118,729,804,1231
10195,36,505,112,562
10280,304,1094,587,1443
10339,239,415,620,636
10532,194,706,885,1266
10634,56,464,655,682
10712,53,458,746,1108
10723,465,646,965,1248
10820,32,659,35,661
10864,110,933,456,1230
10913,39,592,135,634
10983,81,867,325,1027
11147,271,543,974,1020
11211,103,258,987,941
11275,100,380,402,656
11365,432,586,647,789
11380,179,959,436,1195
11410,422,759,739,1175
11463,239,842,468,1003
11468,37,365,148,408
11612,404,1073,664,1354
11735,43,755,73,779
11736,100,673,510,1001
11913,222,324,877,800
12249,436,1024,797,1255
12275,73,327,116,390
12283,118,431,729,843
12300,467,905,893,1408
12448,165,565,874,1069
12504,152,1142,814,1610
12545,80,677,187,738
12559,79,700,129,803
12662,88,654,377,880
12851,118,817,289,961
13115,255,665,1012,1254
13156,55,407,400,585
13162,270,860,766,1391
13288,144,512,197,602
13369,384,1016,393,1220
13413,149,413,381,662
13457,109,977,418,1303
13515,280,341,890,1048
13593,211,392,624,708
13610,604,1126,995,1639
13720,233,914,546,1364
13751,108,315,527,608
13884,106,607,476,887
13921,125,866,516,1166
14033,28,380,185,570
14077,465,400,845,843
14152,553,531,586,833
14178,90,814,238,886
14254,164,909,254,1110
14310,220,1021,443,1222
14376,90,815,179,881
14459,208,493,665,845
14564,89,638,269,785
14821,30,181,525,600
14844,466,768,656,1045
15156,90,1368,266,1449
15169,510,826,643,1340
15170,97,589,338,748
15290,54,873,87,903
15382,138,316,660,711
15391,175,490,614,839
15418,404,708,692,1052
15455,259,796,1025,1344
15569,39,1029,48,1035
15596,251,969,502,1202
15677,121,825,271,935
15685,96,899,901,1328
15732,308,668,578,1029
15749,387,572,701,950
15774,95,739,321,896
15874,119,576,309,887
15912,40,658,55,669
16002,121,708,828,1115
16036,57,876,58,880
16038,171,521,424,809
16278,99,496,599,702
16288,621,429,819,763
16335,56,160,791,693
16449,127,823,406,982
16465,125,299,728,878
16477,94,508,310,593
16510,113,582,310,745
16543,378,672,525,1062
16612,152,262,794,717
16625,139,1233,339,1414
16688,416,789,839,1220
16857,45,680,69,696
16996,179,173,636,405
17064,53,616,93,663
17130,63,737,148,820
17171,77,431,1018,1133
17202,101,699,227,808
17239,45,635,431,1001
17383,94,1017,203,1060
17436,95,1082,283,1239
17462,233,518,724,976
17528,317,667,428,831
17550,130,953,715,1220
17578,107,741,211,799
17635,140,1203,525,1527
17640,221,865,346,1041
17671,94,995,488,1278
17717,173,279,423,572
17723,20,506,40,519
17735,176,907,261,1008
17858,486,634,739,1079
17861,368,544,865,1105
18101,245,803,695,1316
18175,120,965,191,1030
18191,56,1373,87,1397
18410,56,683,239,841
18454,207,1011,231,1191
18470,295,423,935,1171
18505,37,599,93,640
18535,295,759,706,1206
18573,290,768,291,893
18588,362,272,610,650
18590,55,947,71,963
18593,241,671,259,803
18645,82,736,267,912
18662,62,514,316,665
18682,50,1091,206,1302
18723,55,924,134,988
18735,412,193,904,806
18781,83,930,302,1013
18822,291,1032,725,1264
18847,90,343,629,678
18998,58,822,70,830
19070,112,1218,647,1621
19160,170,384,605,883
19192,245,416,447,574
19197,324,521,338,914
19204,179,521,764,848
19221,96,986,414,1207
19253,81,1262,331,1427
19263,86,654,347,760
19276,56,569,234,759
19413,43,407,173,519
19414,67,799,753,1232
19461,141,228,988,865
19469,66,766,410,1018
19548,479,1002,568,1152
19608,100,396,615,755
19632,978,1422,1039,1458
19642,133,625,288,733
19649,54,858,65,870
19707,33,580,229,718
19808,772,798,850,1485
19910,249,1066,441,1181
19985,47,725,126,791
19999,375,682,544,961
20021,191,609,545,900
20159,244,730,716,1210
20248,113,685,173,739
20310,195,887,246,950
20312,128,598,558,858
20324,66,415,471,750
20434,56,929,238,1076
20465,40,690,433,912
20552,77,759,492,1011
20605,46,701,86,728
20615,109,656,538,1124
20618,125,1030,346,1212
20624,240,246,670,649
20791,198,1395,304,1617
20798,99,1117,389,1491
20836,111,969,283,1265
20871,193,801,625,1166
21011,64,445,355,681
21099,118,1203,319,1390
21153,339,443,748,792
21169,102,513,295,658
21382,218,252,776,755
21446,385,209,783,595
21454,293,592,980,1012
21540,226,802,825,1434
21545,324,593,771,999
21579,57,1216,207,1328
21593,74,849,353,1056
21618,69,703,162,778
21621,148,749,461,1066
21720,54,596,118,654
21769,325,633,637,1185
21818,171,896,229,990
21830,76,699,131,745
21927,108,490,786,990
21960,260,704,742,1017
21977,29,397,54,417
22053,120,219,771,776
22103,49,1196,449,1487
22107,53,538,271,649
22118,175,673,685,1191
22168,380,487,690,740
22206,290,874,670,1287
22378,411,875,904,1239
22412,105,914,645,1222
22572,83,1020,198,1159
22599,175,1211,426,1637
22657,239,746,835,1340
22679,43,406,792,891
22681,127,393,593,700
22771,545,474,818,789
22822,303,897,422,1009
22865,462,408,894,769
22886,228,1380,405,1552
22928,315,1246,781,1677
23003,51,445,122,505
23012,135,451,497,781
23018,50,1106,256,1266
23078,160,446,382,677
23164,156,452,275,602
23225,133,1123,257,1253
23237,105,753,308,876
23357,212,290,366,557
23358,276,841,438,1226
23395,230,428,837,745
23404,61,270,903,835
23444,114,432,425,690
23477,75,985,214,1085
23528,106,942,532,1178
23531,281,532,710,947
23731,42,341,163,434
23811,214,635,857,1066
23911,181,494,324,641
24081,102,951,256,1148
24143,159,814,590,1124
24173,239,551,649,881
24247,172,486,871,841
24260,82,825,156,885
24266,254,842,295,939
24267,62,631,109,671
24349,300,833,408,926
24505,748,1060,759,1335
24532,48,380,242,468
24538,57,1538,113,1574
24552,227,389,506,652
24587,55,704,255,773
24633,210,1018,892,1441
24639,122,676,385,863
24672,100,668,673,1202
24861,134,563,640,1013
24873,184,493,612,1236
24880,67,806,367,943
24919,62,720,355,892
24928,54,851,106,880
25034,389,632,793,1021
25046,69,681,116,731
25083,151,496,600,847
25130,105,697,300,836
25296,250,364,693,753
25331,62,266,227,387
25351,70,1193,387,1366
25405,227,242,600,656
25426,122,422,835,924
25430,309,331,530,692
25476,93,825,136,878
25482,107,417,299,577
25513,134,775,219,884
25720,204,526,255,595
25739,275,634,753,990
25757,389,389,916,789
25856,281,848,667,1222
25875,110,555,171,649
25997,156,649,238,700
26008,89,582,357,776
26121,316,363,448,623
26192,85,386,163,450
26394,389,430,400,686
26427,137,549,631,1204
26645,784,511,832,966
26896,236,777,937,1309
26923,252,809,800,1329
26948,229,508,463,692
27003,75,630,439,878
27029,426,653,785,1047
27094,184,903,632,1127
27172,47,885,64,893
27193,54,639,688,988
27230,429,723,942,845
27242,107,819,524,1186
27338,222,978,799,1472
27347,57,660,78,682
27402,171,752,663,1053
27602,117,454,509,700
27608,66,879,152,948
27665,160,409,255,609
27685,220,232,998,659
27742,442,278,586,710
27833,439,533,877,925
27918,160,227,756,734
27957,195,718,518,913
27986,78,630,235,776
28007,51,599,317,799
28010,80,946,133,998
28072,53,859,75,871
28128,106,1006,764,1584
28153,157,293,420,580
28171,43,479,380,766
28177,486,1485,523,1500
28208,44,365,334,566
28239,224,933,578,1291
28275,47,455,870,1022
28416,58,581,751,1069
28493,174,506,508,791
28516,170,182,718,691
28577,168,801,410,962
28619,49,797,607,1138
28694,172,462,600,765
28770,212,912,706,1542
28809,142,876,661,1355
28850,286,411,421,605
28946,83,422,991,1083
29009,169,250,755,660
29084,90,430,191,553
29098,126,884,424,1113
29169,62,794,608,1153
29271,366,814,393,816
29284,51,1370,59,1380
29285,91,922,121,942
29298,197,656,210,658
29476,107,1088,450,1266
29504,99,842,529,1262
29674,135,701,201,874
29675,111,592,343,850
29743,116,594,532,936
29774,49,507,119,571
29814,225,611,356,819
29822,196,543,597,1001
29828,82,1138,156,1213
29961,89,520,163,629
29976,119,438,139,491
30098,95,907,345,1142
30300,124,537,953,1144
30482,172,845,720,1265
30498,205,473,260,570
30500,79,372,173,430
30503,106,360,503,670
30546,134,1170,382,1341
30633,422,1414,628,1724
30679,45,641,142,768
30745,48,516,329,687
30777,170,1249,313,1426
30883,150,754,724,1122
30907,161,574,353,744
30913,57,695,270,921
30935,203,555,700,889
31011,476,722,880,1111
31040,59,771,141,818
31194,155,717,602,1164
31294,73,898,263,1093
31313,85,460,396,732
31363,47,291,241,432
31420,237,784,514,1072
31435,96,1096,267,1269
31453,91,751,189,912
31479,259,632,699,1124
31746,274,846,862,1423
31791,318,699,623,1123
31794,115,578,959,1080
31808,189,427,837,785
31954,459,864,954,1229
32082,63,483,262,588
32086,28,431,90,534
32102,176,763,437,930
32171,407,501,776,910
32282,50,634,127,679
32323,110,751,323,948
32394,126,682,617,879
32525,74,955,495,1158
32588,330,692,709,987
32636,118,726,250,913
32736,99,440,425,643
32812,93,1401,124,1438
32920,117,1087,246,1286
32958,124,813,354,960
33016,74,581,443,977
33086,351,1028,557,1273
33138,69,458,874,1114
33144,62,828,188,933
33300,480,461,992,1258
33435,169,286,929,900
33560,62,874,107,890
33605,353,577,691,906
33736,43,843,221,946
33746,118,824,522,1104
33868,193,352,494,555
33873,289,845,792,1382
33972,197,664,726,976
33980,63,727,184,809
34000,86,899,113,939
34085,311,658,547,1008
