18,34.0,322.0,795.0,1278.0
19,34.0,322.0,795.0,1278.0
33,34.0,322.0,795.0,1278.0
62,34.0,322.0,795.0,1278.0
114,34.0,322.0,795.0,1278.0
146,34.0,322.0,795.0,1278.0
156,34.0,322.0,795.0,1278.0
163,34.0,322.0,795.0,1278.0
164,34.0,322.0,795.0,1278.0
179,34.0,322.0,795.0,1278.0
186,34.0,322.0,795.0,1278.0
215,34.0,322.0,795.0,1278.0
225,34.0,322.0,795.0,1278.0
227,34.0,322.0,795.0,1278.0
247,34.0,322.0,795.0,1278.0
275,34.0,322.0,795.0,1278.0
311,34.0,322.0,795.0,1278.0
399,34.0,322.0,795.0,1278.0
421,34.0,322.0,795.0,1278.0
432,34.0,322.0,795.0,1278.0
442,34.0,322.0,795.0,1278.0
459,34.0,322.0,795.0,1278.0
492,34.0,322.0,795.0,1278.0
507,34.0,322.0,795.0,1278.0
631,34.0,322.0,795.0,1278.0
707,34.0,322.0,795.0,1278.0
723,34.0,322.0,795.0,1278.0
1003,34.0,322.0,795.0,1278.0
1065,34.0,322.0,795.0,1278.0
1136,34.0,322.0,795.0,1278.0
1187,34.0,322.0,795.0,1278.0
1202,34.0,322.0,795.0,1278.0
1216,34.0,322.0,795.0,1278.0
1263,34.0,322.0,795.0,1278.0
1279,34.0,322.0,795.0,1278.0
1293,34.0,322.0,795.0,1278.0
1306,34.0,322.0,795.0,1278.0
1314,34.0,322.0,795.0,1278.0
1323,34.0,322.0,795.0,1278.0
1364,34.0,322.0,795.0,1278.0
1384,34.0,322.0,795.0,1278.0
1406,34.0,322.0,795.0,1278.0
1408,34.0,322.0,795.0,1278.0
1425,34.0,322.0,795.0,1278.0
1476,34.0,322.0,795.0,1278.0
1508,34.0,322.0,795.0,1278.0
1534,34.0,322.0,795.0,1278.0
1542,34.0,322.0,795.0,1278.0
1565,34.0,322.0,795.0,1278.0
1582,34.0,322.0,795.0,1278.0
1620,34.0,322.0,795.0,1278.0
1650,34.0,322.0,795.0,1278.0
1729,34.0,322.0,795.0,1278.0
1748,34.0,322.0,795.0,1278.0
1892,34.0,322.0,795.0,1278.0
2075,34.0,322.0,795.0,1278.0
2081,34.0,322.0,795.0,1278.0
2226,34.0,322.0,795.0,1278.0
2276,34.0,322.0,795.0,1278.0
2288,34.0,322.0,795.0,1278.0
2381,34.0,322.0,795.0,1278.0
2434,34.0,322.0,795.0,1278.0
2440,34.0,322.0,795.0,1278.0
2476,34.0,322.0,795.0,1278.0
2513,34.0,322.0,795.0,1278.0
2528,34.0,322.0,795.0,1278.0
2644,34.0,322.0,795.0,1278.0
2669,34.0,322.0,795.0,1278.0
2724,34.0,322.0,795.0,1278.0
2740,34.0,322.0,795.0,1278.0
2766,34.0,322.0,795.0,1278.0
2807,34.0,322.0,795.0,1278.0
2869,34.0,322.0,795.0,1278.0
2874,34.0,322.0,795.0,1278.0
2949,34.0,322.0,795.0,1278.0
3028,34.0,322.0,795.0,1278.0
3079,34.0,322.0,795.0,1278.0
3110,34.0,322.0,795.0,1278.0
3232,34.0,322.0,795.0,1278.0
3252,34.0,322.0,795.0,1278.0
3301,34.0,322.0,795.0,1278.0
3357,34.0,322.0,795.0,1278.0
3419,34.0,322.0,795.0,1278.0
3449,34.0,322.0,795.0,1278.0
3665,34.0,322.0,795.0,1278.0
3747,34.0,322.0,795.0,1278.0
3769,34.0,322.0,795.0,1278.0
3770,34.0,322.0,795.0,1278.0
3864,34.0,322.0,795.0,1278.0
3895,34.0,322.0,795.0,1278.0
4033,34.0,322.0,795.0,1278.0
4034,34.0,322.0,795.0,1278.0
4063,34.0,322.0,795.0,1278.0
4099,34.0,322.0,795.0,1278.0
4192,34.0,322.0,795.0,1278.0
4195,34.0,322.0,795.0,1278.0
4294,34.0,322.0,795.0,1278.0
4396,34.0,322.0,795.0,1278.0
4462,34.0,322.0,795.0,1278.0
4585,34.0,322.0,795.0,1278.0
4592,34.0,322.0,795.0,1278.0
4593,34.0,322.0,795.0,1278.0
4625,34.0,322.0,795.0,1278.0
4673,34.0,322.0,795.0,1278.0
4682,34.0,322.0,795.0,1278.0
4693,34.0,322.0,795.0,1278.0
4724,34.0,322.0,795.0,1278.0
4790,34.0,322.0,795.0,1278.0
4997,34.0,322.0,795.0,1278.0
5066,34.0,322.0,795.0,1278.0
5100,34.0,322.0,795.0,1278.0
5142,34.0,322.0,795.0,1278.0
5143,34.0,322.0,795.0,1278.0
5225,34.0,322.0,795.0,1278.0
5236,34.0,322.0,795.0,1278.0
5271,34.0,322.0,795.0,1278.0
5314,34.0,322.0,795.0,1278.0
5332,34.0,322.0,795.0,1278.0
